No,日本語名,英語名
1409,債務超過,
1410,財務レバレッジ,
1411,財務諸表,
1412,雑所得,
1413,雑費,
1414,三分法,
1415,社債,
1416,仕入帳,
1417,事業所得,
1418,自己資本比率,
1419,資産,
1420,試算表,
1421,支払手形記入帳,
1422,支払手数料,
1423,支払利息,
1424,資本,
1425,資本コスト,
1426,資本準備金,
1427,資本的支出,
1428,資本剰余金,
1429,車両運搬具,
1430,車両費,
1431,収益,
1432,収支計算書,
1433,修正申告,
1434,修繕費,
1435,商品有高帳,
1436,消耗品費,
1437,諸掛,
1438,仕訳,
1439,仕訳帳,
1440,仕訳日計表,
1441,人件費,
1442,出納帳,
1443,税効果会計,
1444,精算表,
1445,製造原価報告書,
1446,設備生産性,
1447,ソーシャルレンディング,
1448,総勘定元帳,
1449,相続税,
1450,租税公課,
1451,損益計算書,
1452,損益分岐点,
1453,貸借対照表,
1454,代表取締役,
1455,立替金,
1456,棚卸資産,
1457,貯蔵品,
1458,定額法,
1459,定款,
1460,定率法,
1461,手元流動性比率,
1462,伝票式会計,
1463,電話加入権,
1464,トランザクションレンディング,
1465,当座比率,
1466,当座預金,
1467,倒産,
1468,当期純利益,
1469,当座預金出納帳,
1470,登録免許税,
1471,特別損失,
1472,特別利益,
1473,取締役会,
1474,内部金融,
1475,なしくずし償却,
1476,のれん,
1477,配当性向,
1478,配当利回り,
1479,白色申告,
1480,破産,
1481,発生主義,
1482,販売費,
1483,引当金,
1484,ビットコイン,
1485,引出金,
1486,ファイナンス,
1487,ファクタリング,
1488,ブロックチェーン,
1489,付加価値,
1490,福利厚生費,
1491,負債,
1492,負債比率,
1493,附属明細表,
1494,フリーキャッシュフロー,
1495,不渡手形,
1496,分記法,
1497,粉飾決算,
1498,法人税等,
1499,法人登記,
1500,法人成り,
1501,発起人,
1502,法定福利費,
1503,保守主義の原則,
1504,補助記入帳,
1505,補助元帳,
1506,埋没費用,
1507,前受金,
1508,前受収益,
1509,前払金,
1510,前払費用,
1511,見越し,
1512,未収金,
1513,未収収益,
1514,未払金,
1515,未払費用,
1516,役員,
1517,役員退職慰労金,
1518,役員報酬,
1519,約束手形,
1520,有価証券,
1521,有形固定資産,
1522,与信管理,
1523,流動資産,
1524,流動比率,
1525,流動負債,
1526,旅費交通費,
1527,労働装備率,
1528,労働分配率,
1529,割引手形,
1530,アクチュアリー,
1531,後入先出法,
1532,一時差異,
1533,永久差異,
1534,一般債権,
1535,移転価格税制,
1536,ウェザー・デリバティブ,
1537,影響力基準,
1538,オフバランス,
1539,オプション取引,
1540,オペレーティング・リース取引,
1541,親会社説,
1542,親会社,
1543,子会社,
1544,会計監査人,
1545,会計監査人設置会社,
1546,会計参与,
1547,会計参与設置会社,
1548,会計上の変更,
1549,会計上の見積り,
1550,会計上の見積りの変更,
1551,会計方針,
1552,会計方針の変更,
1553,開始仕訳,
1554,会社分割,
1555,開示後発事象,
1556,後発事象,
1557,解約不能のリース取引,
1558,確定給付型年金,
1559,確定拠出型年金,
1560,過去勤務債務,
1561,未認識過去勤務債務,
1562,数理計算,
1563,数理計算上の差異,
1564,未認識数理計算上の差異,
1565,退職給付,
1566,退職給付債務,
1567,退職給付信託,
1568,退職給付に係る資産,
1569,退職給付に係る負債,
1570,退職給付引当金,
1571,退職給付費用,
1572,退職率,
1573,貸倒懸念債権,
1574,貸倒実績率法,
1575,繰越欠損金,
1576,繰延税金資産,
1577,繰延税金負債,
1578,税効果会計,
1579,タックスプランニング,
1580,タックス・ヘイブン対策税制,
1581,地方法人税,
1582,法人税等,
1583,未払法人税等,
1584,会計基準変更時差異,
1585,株式,
1586,株主,
1587,株主総会,
1588,株主総会参考書類,
1589,種類株式,
1590,議決権,
1591,議決権制限株式,
1592,議決権行使書面,
1593,株券発行会社,
1594,株式移転,
1595,株式交換,
1596,株式交換比率,
1597,株式無償割当て,
1598,新株発行,
1599,新株予約権,
1600,新株予約権付社債,
1601,自己株式,
1602,完全親会社,
1603,完全子会社,
1604,完全支配関係,
1605,グループ法人税制,
1606,連結納税,
1607,連結納税制度,
1608,企業結合,
1609,企業結合日,
1610,逆取得,
1611,取得,
1612,取得企業,
1613,取得関連費用,
1614,条件付取得対価,
1615,追加取得,
1616,段階取得,
1617,段階取得に係る損益,
1618,共通支配下の取引,
1619,合併交付金,
1620,合併比率,
1621,吸収合併,
1622,新設合併,
1623,吸収分割,
1624,新設分割,
1625,事業譲渡,
1626,事業分離,
1627,事業分離日,
1628,共同支配企業,
1629,ジョイントベンチャー,
1630,消滅会社,
1631,存続会社,
1632,連結財務諸表,
1633,連結の範囲,
1634,関連会社,
1635,子会社株式及び関連会社株式,
1636,資本連結,
1637,投資と資本の消去,
1638,投資と資本の消去（相殺消去）,
1639,未実現利益,
1640,未実現損失,
1641,固定資産未実現,
1642,棚卸未実現,
1643,外貨換算,
1644,外貨建取引,
1645,為替換算調整勘定,
1646,為替予約,
1647,為替予約取引,
1648,繰延ヘッジ処理,
1649,ヘッジ会計,
1650,時価ヘッジ処理,
1651,振当処理,
1652,金融資産,
1653,金融負債,
1654,金融商品,
1655,金銭債権,
1656,金銭債務,
1657,金銭の信託,
1658,デリバティブ取引,
1659,先物取引,
1660,先渡取引,
1661,スワップ取引,
1662,スワップション,
1663,クレジット・デリバティブ,
1664,ゼロ・コスト・オプション,
1665,償却原価,
1666,時価,
1667,時価主義,
1668,公正な評価額,
1669,（ストック・オプションの）公正な評価額,
1670,ストック・オプション,
1671,資産除去債務,
1672,減損処理,
1673,グルーピング,
1674,正味売却価額,
1675,棚卸資産の評価方法,
1676,個別法,
1677,先入先出法,
1678,最終仕入原価法,
1679,平均原価法,
1680,売価還元法,
1681,ファイナンス・リース取引,
1682,所有権移転外ファイナンス・リース取引,
1683,所有権移転ファイナンス・リース取引,
1684,セール・アンド・リースバック取引,
1685,リース取引,
1686,リース資産,
1687,リース債務,
1688,リース投資資産,
1689,未経過リース料,
1690,開示後発事象,
1691,修正後発事象,
1692,遡及適用,
1693,修正再表示,
1694,誤謬,
1695,重要な不確実性,
1696,継続企業の前提,
1697,継続企業の前提に関する注記,
1698,その他の包括利益（OCI）,
1699,その他の包括利益累計額（AOCI）,
1700,包括利益,
1701,包括ヘッジ,
1702,マネジメント・アプローチ,
1703,セグメント情報,
1704,報告セグメント,
1705,事業セグメント,
1706,セグメント管理者,
1707,PPA,
1708,DCF方式,
1709,割引率,
1710,親会社,
1711,大株主,
1712,役務,
1713,益金,
1714,営業報告書,
1715,営業譲渡,
1716,営業キャッシュフロー,
1717,営業外活動,
1718,永久資産,
1719,売掛帳,
1720,売上帳,
1721,医療費控除,
1722,違反配当,
1723,一般原則,
1724,一時所得,
1725,１円会社,
1726,異常減損,
1727,安定配当,
1728,安全性分析,
1729,赤字,
1730,アカウンタビリティー,
1731,青色申告,
1732,アウトソーシング,
1733,開業準備行為,
1734,会計,
1735,会計監査,
1736,会計監査人,
1737,会計基準,
1738,会計公準,
1739,会計帳簿,
1740,会計年度,
1741,会計ビッグバン,
1742,外国法人,
1743,解散,
1744,会社,
1745,会社更生法,
1746,会社の機関,
1747,会社の不成立,
1748,会社分割,
1749,会社法,
1750,会社法会計,
1751,回転,
1752,架空利益,
1753,確定申告,
1754,貸方・借方,
1755,貸方要素,
1756,合併,
1757,合併交付金,
1758,合併差益,
1759,合併対価の柔軟化,
1760,合併比率,
1761,株価収益率,
1762,寡婦控除,
1763,寡夫控除,
1764,株式,
1765,株式移転,
1766,株式会社,
1767,株式買取請求権,
1768,株式交換制度,
1769,株式の分割,
1770,株主資本等変動計算書,
1771,株主総会,
1772,借方要素,
1773,仮勘定,
1774,為替差益,
1775,為替差額,
1776,為替差損,
1777,為替手形,
1778,為替リスク,
1779,環境会計,
1780,監査,
1781,監査証明,
1782,監査報告書,
1783,監査法人,
1784,監査役,
1785,勘定,
1786,勘定科目,
1787,勘定記入法,
1788,勘定口座,
1789,完成工事高,
1790,監督是正権,
1791,カンパニー制,
1792,還付金,
1793,管理会計,
1794,管理費,
1795,企業会計原則,
1796,企業結合会計,
1797,企業買収,
1798,議決権,
1799,議決権制限株式,
1800,期首,
1801,基礎控除,
1802,期中,
1803,記帳,
1804,起票,
1805,寄付金控除,
1806,期末,
1807,脚注,
1808,逆粉飾決算,
1809,キャッシュフロー計算書,
1810,吸収分割,
1811,給与所得,
1812,強制転換条項付株式,
1813,協調融資,
1814,協同組合,
1815,虚偽,
1816,金庫株,
1817,金銭消費貸借,
1818,金融収支,
1819,金融商品取引法,
1820,金融持ち株会社,
1821,勤労学生控除,
1822,偶発事象,
1823,黒字倒産,
1824,経営成績,
1825,経営統合,
1826,計算書類,
1827,軽自動車税,
1828,計上,
1829,経常減益,
1830,経常増益,
1831,経常利益,
1832,継続性の原則,
1833,経年比較,
1834,経理,
1835,決算,
1836,決算公告,
1837,決算対策,
1838,決算短信,
1839,決算手続,
1840,月次決算,
1841,欠損金,
1842,減益,
1843,原価,
1844,減価償却,
1845,減価償却累計額,
1846,現金及び現金同等物,
1847,現金過不足,
1848,現金過不足勘定,
1849,現金主義,
1850,現金出納帳,
1851,検査役,
1852,減収,
1853,減資,
1854,源泉徴収税額,
1855,源泉徴収制度,
1856,源泉徴収票,
1857,減損,
1858,減配,
1859,現物出資,
1860,減耗,
1861,公益法人,
1862,公開会社,
1863,公共法人,
1864,工業簿記,
1865,合計残高試算表,
1866,合計試算表,
1867,工事完成基準,
1868,工事進行基準,
1869,工場会計,
1870,厚生年金,
1871,口頭弁論,
1872,公認会計士,
1873,後発事象,
1874,合弁,
1875,ゴーイング・コンサーン,
1876,ゴーイング・コンサーン規定,
1877,コーポレートガバナンス,
1878,子会社,
1879,子会社連動株式,
1880,国際会計基準,
1881,国民年金,
1882,個人事業税,
1883,個人事業主,
1884,固定資産減耗,
1885,固定資産税,
1886,固定費,
1887,誤謬,
1888,個別償却,
1889,今期,
1890,災害減免額,
1891,債権者,
1892,財産,
1893,財産法,
1894,財政状態,
1895,財務会計,
1896,財務活動によるキャッシュフロー,
1897,財務３表,
1898,財務諸表分析,
1899,雑収入,
1900,雑所得,
1901,雑損失,
1902,雑損控除,
1903,残存価格,
1904,残高試算表,
1905,3伝票制,
1906,山林所得,
1907,時価,
1908,次期,
1909,事業所得,
1910,事業税,
1911,事業統合,
1912,事業部制,
1913,事業報告書,
1914,資金運用表,
1915,資金繰り,
1916,資金繰表,
1917,資金計画,
1918,試験研究費,
1919,自己株式,
1920,資産,
1921,資産担保証券,
1922,試算表,
1923,自社株消却,
1924,地震保険料控除,
1925,実現主義,
1926,執行役,
1927,執行役員,
1928,実際有高,
1929,自動車重量税,
1930,自動車取得税,
1931,自動車税,
1932,支配株主,
1933,四半期,
1934,四半期決算,
1935,自己資本,
1936,資本提携,
1937,資本的支出,
1938,資本等式,
1939,資本取引・損益取引区分の原則,
1940,社会保険料控除,
1941,社内勘定,
1942,社内ベンチャー,
1943,収益,
1944,収益性分析,
1945,収益的支出,
1946,収益の繰延べ,
1947,収益の見越し,
1948,収支,
1949,住宅ローン控除,
1950,住民税,
1951,重要性の原則,
1952,出願人,
1953,出資者,
1954,酒税,
1955,取得原価,
1956,取得条項付株式,
1957,取得請求権付株式,
1958,主要簿,
1959,準確定申告,
1960,純財産,
1961,純損益,
1962,障害者控除,
1963,商慣習法,
1964,小規模企業共済等掛金控除,
1965,承継法人,
1966,商号,
1967,少数株主損益,
1968,少数株主持分,
1969,譲渡所得,
1970,商取引,
1971,消費税,
1972,証憑書類,
1973,商品有高帳,
1974,商品売買益,
1975,商法,
1976,正味保険料,
1977,剰余金,
1978,剰余金の分配可能額,
1979,所得税,
1980,白色申告,
1981,仕訳,
1982,仕訳帳,
1983,新株予約権,
1984,申告書Ａ,
1985,申告書Ｂ,
1986,申告納税額,
1987,申告納税制度,
1988,真実性の原則,
1989,新設合併,
1990,新設分割,
1991,出納,
1992,ステークホルダー,
1993,ストックオプション会計,
1994,税額控除,
1995,正規の簿記の原則,
1996,精算表,
1997,製造原価報告書,
1998,成長性分析,
1999,政党等寄付金特別控除,
2000,制度会計,
2001,税務会計,
2002,税務署,
2003,生命保険料控除,
2004,セグメント情報,
2005,積極財産,
2006,節税,
2007,前期,
2008,増益,
2009,総額主義の原則,
2010,総合償却,
2011,総資産,
2012,相続税,
2013,増収,
2014,増配,
2015,贈与税,
2016,租税条約,
2017,損益勘定,
2018,損益計算書原則,
2019,損益計算書等式,
2020,損益分岐点,
2021,損益分岐点分析,
2022,損益法,
2023,損金,
2024,損失申告,
2025,大企業,
2026,貸借記入,
2027,貸借対照表原則,
2028,貸借対照表日,
2029,貸借平均の原理,
2030,退職所得,
2031,代表取締役,
2032,タイムリー・ディスクロージャー,
2033,耐用年数,
2034,たこ配当,
2035,脱税,
2036,建物付属設備,
2037,単一性の原則,
2038,単式簿記,
2039,知的財産権,
2040,地方消費税,
